CustomerID,CustomerName,Gender,Age,City,JoinDate,PlanType,MonthlyCharges,TotalCharges,TenureMonths,InternetService,ContractType,PaymentMethod,SupportTickets,ChurnStatus,,Blank check
C104282,Riya Dey,Female,24,Mumbai,13-05-2025,Prepaid,1235.31,14823.72,12,5G,1 Year,Cash,10,No,,FALSE
C104283,Sourav Sen,Female,46,Hyderabad,09-02-2025,Prepaid,1055.41,41160.99,39,DSL,Monthly,Cash,12,Yes,,FALSE
C104284,Sourav Sharma,Female,49,Hyderabad,04-10-2025,Postpaid,1784.24,112407.12,63,None,2 Year,Bank Transfer,11,Yes,,FALSE
C104285,Rahul Ghosh,Female,18,Chennai,01-06-2025,Postpaid,1465.28,63007.04,43,DSL,Monthly,UPI,6,Yes,,FALSE
C104286,Vikram Kapoor,Female,34,Kolkata,27-06-2025,Prepaid,860.78,45621.34,53,Fiber,Monthly,UPI,4,Yes,,FALSE
C104287,Amit Paul,Female,61,Chennai,25-01-2025,Postpaid,1509.9,45297,30,None,1 Year,UPI,10,No,,FALSE
C104288,Priya Gupta,Male,45,Hyderabad,29-06-2025,Prepaid,1672.21,88627.13,53,None,1 Year,UPI,1,No,,FALSE
C104289,Rohit Das,Male,41,Delhi,17-07-2025,Postpaid,611.76,13458.72,22,5G,Monthly,Bank Transfer,11,No,,FALSE
C104290,Sneha Ghosh,Male,53,Bangalore,06-10-2025,Prepaid,1941.2,112589.6,58,DSL,Monthly,Card,2,No,,FALSE
C104291,Priya Dey,Male,63,Kolkata,15-03-2025,Prepaid,439.32,7029.12,16,5G,2 Year,UPI,0,No,,FALSE
C104292,Ananya Ghosh,Female,46,Hyderabad,06-09-2025,Prepaid,1685.42,69102.22,41,5G,2 Year,Card,2,Yes,,FALSE
C104293,Priya Dey,Male,32,Bangalore,19-07-2025,Postpaid,619,5571,9,DSL,1 Year,UPI,8,No,,FALSE
C104294,Riya Sen,Male,42,Chennai,21-08-2025,Postpaid,1681.07,112631.69,67,5G,1 Year,Cash,2,No,,FALSE
C104295,Amit Singh,Female,24,Bangalore,09-11-2025,Postpaid,1091.61,27290.25,25,5G,2 Year,UPI,9,Yes,,FALSE
C104296,Rahul Paul,Female,42,Bangalore,26-09-2025,Prepaid,1879.99,97759.48,52,Fiber,1 Year,Card,6,No,,FALSE
C104297,Vikram Paul,Female,43,Mumbai,18-05-2025,Postpaid,1152.46,49555.78,43,5G,1 Year,Card,1,Yes,,FALSE
C104298,Amit Sharma,Male,64,Bangalore,06-06-2025,Prepaid,1462.34,99439.12,68,Fiber,2 Year,UPI,10,Yes,,FALSE
C104299,Priya Ghosh,Male,27,Mumbai,27-11-2025,Postpaid,363.7,6546.6,18,Fiber,Monthly,Cash,8,No,,FALSE
C104300,Priya Kapoor,Female,20,Mumbai,28-04-2025,Postpaid,793.11,33310.62,42,Fiber,Monthly,Cash,7,No,,FALSE
C104301,Rahul Sen,Male,41,Mumbai,09-08-2025,Prepaid,1343.63,13436.3,10,None,Monthly,Bank Transfer,12,No,,FALSE
C104302,Sourav Gupta,Female,50,Chennai,08-06-2025,Postpaid,706.72,26148.64,37,5G,2 Year,Card,,Yes,,FALSE
C104303,Sneha Dey,Female,70,Delhi,05-05-2025,Postpaid,537.56,14514.12,27,None,1 Year,Card,0,No,,FALSE
C104304,Priya Paul,Female,53,Hyderabad,23-05-2025,Postpaid,1213.71,53403.24,44,None,2 Year,Card,2,No,,FALSE
C104305,Priya Roy,Female,31,Delhi,14-09-2025,Prepaid,1848.6,22183.2,12,DSL,2 Year,Card,0,No,,FALSE
C104306,Amit Ghosh,Female,52,Kolkata,06-12-2025,Postpaid,753.3,12052.8,16,None,Monthly,Cash,7,Yes,,FALSE
C104307,Ananya Singh,Female,71,Delhi,01-12-2025,Postpaid,730.22,28478.58,39,Fiber,Monthly,Card,1,No,,FALSE
C104308,Riya Sen,Male,69,Hyderabad,22-01-2025,Prepaid,1659.7,89623.8,54,5G,Monthly,Cash,12,No,,FALSE
C104309,Neha Singh,Female,38,Chennai,27-05-2025,Postpaid,1805.26,99289.3,55,DSL,2 Year,UPI,12,Yes,,FALSE
C104310,Ananya Dey,Female,69,Chennai,31-12-2025,Postpaid,626.04,1252.08,2,DSL,1 Year,Card,10,Yes,,FALSE
C104311,Amit Gupta,Male,62,Chennai,21-03-2025,Postpaid,893.95,54530.95,61,5G,Monthly,UPI,11,Yes,,FALSE
C104312,Riya Roy,Male,29,Bangalore,08-05-2025,Postpaid,1233.65,38243.15,31,None,2 Year,Bank Transfer,9,No,,FALSE
C104313,Ananya Paul,Male,20,Hyderabad,16-12-2025,Prepaid,1401.72,68684.28,49,None,2 Year,Bank Transfer,3,Yes,,FALSE
C104314,Neha Ghosh,Male,40,Mumbai,07-02-2025,Prepaid,543.03,28780.59,53,Fiber,2 Year,Cash,0,Yes,,FALSE
C104315,Amit Roy,Male,18,Kolkata,03-07-2025,Prepaid,1212.89,7277.34,6,DSL,2 Year,Card,0,Yes,,FALSE
C104316,Rahul Dey,Male,54,,06-08-2025,Postpaid,950.92,43742.32,46,Fiber,1 Year,UPI,0,Yes,,FALSE
C104317,Amit Singh,Female,36,Delhi,17-10-2025,Prepaid,1766.66,107766.26,61,Fiber,1 Year,Card,9,Yes,,FALSE
C104318,Rahul Kapoor,Female,68,Bangalore,08-08-2025,Prepaid,1010.81,51551.31,51,DSL,1 Year,Card,1,No,,FALSE
C104319,Ananya Sharma,Male,19,Hyderabad,06-06-2025,Postpaid,1708.56,52965.36,31,Fiber,1 Year,Card,2,No,,FALSE
C104320,Ananya Roy,Female,68,Kolkata,05-12-2025,Postpaid,1885.4,15083.2,8,5G,2 Year,Bank Transfer,6,No,,FALSE
C104321,Riya Kapoor,Female,42,Bangalore,11-11-2025,Prepaid,1005.66,69390.54,69,5G,Monthly,Bank Transfer,0,Yes,,FALSE
C104322,Priya Sen,Female,18,Delhi,08-04-2025,Postpaid,1721.71,3443.42,2,5G,1 Year,,0,No,,FALSE
C104323,Sneha Roy,Male,33,Delhi,06-12-2025,Prepaid,1678.94,109131.1,65,DSL,1 Year,,12,Yes,,FALSE
C104324,Sneha Sen,Female,59,Delhi,23-01-2025,Prepaid,1779.57,33811.83,19,5G,1 Year,UPI,7,No,,FALSE
C104325,Sourav Kapoor,Male,43,Kolkata,24-12-2025,Prepaid,1084.09,52036.32,48,Fiber,Monthly,Bank Transfer,9,Yes,,FALSE
C104326,Sourav Roy,Female,72,Bangalore,08-11-2025,Prepaid,,19191.04,16,DSL,2 Year,Card,4,Yes,,FALSE
C104327,Neha Kapoor,Male,36,Kolkata,13-06-2025,Postpaid,517.27,4138.16,8,5G,2 Year,UPI,10,Yes,,FALSE
C104328,Ananya Gupta,Female,50,Kolkata,20-12-2025,Prepaid,928.91,57592.42,62,Fiber,2 Year,Card,11,Yes,,FALSE
C104329,Vikram Singh,Female,30,Delhi,18-07-2025,Postpaid,391.17,24643.71,63,Fiber,Monthly,Card,10,Yes,,FALSE
C104330,Rohit Das,Female,33,Mumbai,12-11-2025,Prepaid,922.68,59974.2,65,DSL,1 Year,Bank Transfer,5,No,,FALSE
C104331,Riya Sen,Male,20,Bangalore,05-12-2025,Prepaid,1097.89,9881.01,9,Fiber,Monthly,Cash,5,Yes,,FALSE
C104332,Neha Gupta,Male,43,Mumbai,31-08-2025,Prepaid,887.2,5323.2,6,Fiber,2 Year,UPI,8,Yes,,FALSE
C104333,Riya Gupta,Female,74,Bangalore,03-11-2025,Prepaid,579.55,28977.5,50,None,2 Year,UPI,4,Yes,,FALSE
C104334,Sourav Sharma,Female,50,Bangalore,26-07-2025,Prepaid,1346.61,75410.16,56,Fiber,2 Year,Card,8,Yes,,FALSE
C104335,Riya Ghosh,Female,73,Delhi,23-04-2025,Postpaid,1499.44,17993.28,12,DSL,Monthly,Cash,5,Yes,,FALSE
C104336,Rohit Paul,Male,30,Chennai,19-11-2025,Postpaid,635.99,31163.51,49,Fiber,2 Year,Cash,1,No,,FALSE
C104337,Sneha Singh,Female,38,Hyderabad,21-05-2025,Postpaid,1226.3,62541.3,51,5G,2 Year,Card,2,Yes,,FALSE
C104338,Ananya Dey,Male,44,Kolkata,06-01-2025,Prepaid,874.16,17483.2,20,5G,2 Year,UPI,10,No,,FALSE
C104339,Sneha Singh,Female,41,Chennai,19-02-2025,Prepaid,1363.87,70921.24,52,5G,Monthly,Bank Transfer,8,Yes,,FALSE
C104340,Amit Gupta,Female,23,Chennai,18-04-2025,Postpaid,1048.11,25154.64,24,Fiber,1 Year,Card,2,Yes,,FALSE
C104341,Riya Das,Female,53,Bangalore,07-12-2025,Prepaid,955.39,11464.68,12,Fiber,Monthly,Card,4,Yes,,FALSE
C104342,Riya Sen,Female,29,Kolkata,13-09-2025,Postpaid,1938.26,13567.82,7,5G,1 Year,Bank Transfer,1,No,,FALSE
C104343,Vikram Sharma,Male,58,Kolkata,15-01-2025,Prepaid,1152.35,10371.15,9,Fiber,Monthly,Card,0,Yes,,FALSE
C104344,Vikram Paul,Male,64,Delhi,05-01-2025,Prepaid,768.69,12299.04,16,Fiber,2 Year,Card,12,Yes,,FALSE
C104345,Vikram Das,Male,24,Bangalore,09-09-2025,Prepaid,1421.85,65405.1,46,5G,1 Year,Card,10,No,,FALSE
C104346,Ananya Kapoor,Male,63,Chennai,08-06-2025,Postpaid,1914.97,103408.38,54,Fiber,1 Year,Card,3,No,,FALSE
C104347,Rahul Paul,Male,39,Delhi,21-09-2025,Postpaid,,47040.39,57,Fiber,2 Year,Card,11,Yes,,FALSE
C104348,Sneha Dey,Male,73,Hyderabad,12-07-2025,Postpaid,1639.2,108187.2,66,None,Monthly,Cash,8,No,,FALSE
C104349,Sourav Kapoor,Male,52,Bangalore,21-10-2025,Prepaid,529.55,5295.5,10,None,1 Year,UPI,10,No,,FALSE
C104350,Rohit Dey,Female,62,Delhi,02-11-2025,Postpaid,902.65,44229.85,49,None,2 Year,Bank Transfer,9,No,,FALSE
C104351,Vikram Sharma,Male,49,Bangalore,12-06-2025,Prepaid,1119.08,62668.48,56,None,2 Year,Card,3,Yes,,FALSE
C104352,Sneha Paul,Male,67,Delhi,28-08-2025,Postpaid,698.5,42608.5,61,Fiber,2 Year,Card,6,No,,FALSE
C104353,Ananya Gupta,Male,53,Bangalore,06-05-2025,Postpaid,986.38,64114.7,65,5G,1 Year,UPI,11,No,,FALSE
C104354,Sneha Roy,Male,27,Mumbai,22-04-2025,Prepaid,1953.19,21485.09,11,5G,2 Year,,10,Yes,,FALSE
C104355,Rahul Roy,Male,69,Chennai,03-12-2025,Postpaid,1191.99,78671.34,66,5G,1 Year,Cash,9,Yes,,FALSE
C104356,Sneha Gupta,Male,21,Bangalore,03-11-2025,Prepaid,1187.46,78372.36,66,Fiber,1 Year,Card,3,Yes,,FALSE
C104357,Rohit Singh,Male,40,Chennai,09-09-2025,Postpaid,681.24,25205.88,37,None,Monthly,Bank Transfer,8,No,,FALSE
C104358,Riya Roy,Female,49,Chennai,28-09-2025,Postpaid,489.06,7824.96,16,None,Monthly,Bank Transfer,3,No,,FALSE
C104359,Rohit Das,Female,41,Mumbai,20-11-2025,Postpaid,1947.87,13635.09,7,None,Monthly,Bank Transfer,0,No,,FALSE
C104360,Rahul Das,Male,28,Mumbai,21-02-2025,Postpaid,1429.04,102890.88,72,None,1 Year,Cash,0,Yes,,FALSE
C104361,Priya Gupta,Male,61,Kolkata,18-05-2025,Postpaid,1167.38,11673.8,10,DSL,2 Year,UPI,7,Yes,,FALSE
C104362,Rahul Roy,Male,51,Kolkata,05-05-2025,Prepaid,1886.35,133930.85,71,None,Monthly,Bank Transfer,0,Yes,,FALSE
C104363,Priya Gupta,Male,37,Delhi,16-02-2025,Postpaid,484.28,24214,50,5G,Monthly,Bank Transfer,6,No,,FALSE
C104364,Amit Sen,Male,41,Delhi,06-07-2025,Prepaid,856.03,33385.17,39,None,1 Year,UPI,5,No,,FALSE
C104365,Sneha Kapoor,Male,43,Mumbai,20-09-2025,Postpaid,338.96,8474,25,5G,2 Year,Cash,5,Yes,,FALSE
C104366,Rohit Sen,Female,21,Mumbai,12-06-2025,Prepaid,1892.31,109753.98,58,Fiber,2 Year,UPI,6,No,,FALSE
C104367,Rahul Kapoor,Female,32,Chennai,07-08-2025,Postpaid,740.4,37760.4,51,None,2 Year,UPI,3,No,,FALSE
C104368,Amit Singh,Female,22,Chennai,10-08-2025,Postpaid,1653.48,66139.2,40,Fiber,2 Year,,3,No,,FALSE
C104369,Sneha Ghosh,Male,19,Chennai,22-05-2025,Prepaid,1435.71,4307.13,3,None,Monthly,Card,9,No,,FALSE
C104370,Sneha Roy,Female,58,Kolkata,26-01-2025,Prepaid,917.78,47724.56,52,5G,2 Year,UPI,2,No,,FALSE
C104371,Sneha Dey,Female,67,Bangalore,31-12-2025,Prepaid,1963.72,70693.92,36,Fiber,2 Year,Card,10,Yes,,FALSE
C104372,Priya Kapoor,Male,41,Mumbai,18-10-2025,Prepaid,1879.69,13157.83,7,DSL,1 Year,Card,5,Yes,,FALSE
C104373,Riya Das,Male,26,Hyderabad,08-11-2025,Prepaid,1027.44,72948.24,71,5G,2 Year,UPI,2,Yes,,FALSE
C104374,Sneha Dey,Male,18,Chennai,19-04-2025,Prepaid,1025.93,4103.72,4,5G,1 Year,UPI,6,No,,FALSE
C104375,Sourav Das,Female,54,Kolkata,09-09-2025,Prepaid,1138.05,13656.6,12,Fiber,1 Year,Card,9,Yes,,FALSE
C104376,Ananya Paul,Male,33,Mumbai,18-04-2025,Postpaid,1907.08,57212.4,30,DSL,Monthly,,3,No,,FALSE
C104377,Vikram Gupta,Male,45,Hyderabad,09-06-2025,Postpaid,,33201.08,22,Fiber,1 Year,UPI,9,No,,FALSE
C104378,Riya Das,Female,24,Chennai,26-03-2025,Prepaid,1647.74,57670.9,35,Fiber,2 Year,Card,4,No,,FALSE
C104379,Priya Kapoor,Male,42,Bangalore,08-03-2025,Postpaid,572.78,40667.38,71,Fiber,Monthly,Cash,10,No,,FALSE
C104380,Amit Roy,Male,59,Mumbai,12-03-2025,Postpaid,1791.85,102135.45,57,DSL,1 Year,Card,,Yes,,FALSE
C104381,Amit Ghosh,Female,43,Kolkata,31-05-2025,Postpaid,1567.4,103448.4,66,DSL,2 Year,Cash,8,No,,FALSE
C104382,Rohit Singh,Female,48,Delhi,23-12-2025,Prepaid,1337.74,60198.3,45,None,1 Year,Bank Transfer,3,No,,FALSE
C104383,Riya Paul,Female,35,Hyderabad,18-01-2025,Postpaid,304.94,3049.4,10,5G,Monthly,Bank Transfer,3,Yes,,FALSE
C104384,Rohit Singh,Female,55,Hyderabad,03-10-2025,Prepaid,1373.5,43952,32,5G,2 Year,Bank Transfer,1,No,,FALSE
C104385,Neha Gupta,Female,38,Delhi,16-05-2025,Postpaid,1579.94,1579.94,1,DSL,2 Year,UPI,11,No,,FALSE
C104386,Sourav Kapoor,Male,60,Delhi,01-01-2025,Prepaid,345.9,20062.2,58,None,Monthly,Card,0,No,,FALSE
C104387,Priya Singh,Female,30,Chennai,01-09-2025,Prepaid,1053.02,61075.16,58,5G,2 Year,Bank Transfer,9,Yes,,FALSE
C104388,Vikram Sen,Male,45,Delhi,06-08-2025,Prepaid,891.44,13371.6,15,Fiber,2 Year,UPI,8,Yes,,FALSE
C104389,Rahul Paul,Male,19,Mumbai,19-01-2025,Prepaid,1389.33,84749.13,61,5G,Monthly,UPI,0,No,,FALSE
C104390,Ananya Singh,Female,67,Chennai,11-02-2025,Prepaid,631.4,11996.6,19,Fiber,2 Year,Card,7,Yes,,FALSE
C104391,Priya Sharma,Male,55,Hyderabad,27-03-2025,Prepaid,583.79,1167.58,2,None,2 Year,Card,5,No,,FALSE
C104392,Sneha Ghosh,Female,54,Mumbai,28-03-2025,Postpaid,1829.43,120742.38,66,Fiber,Monthly,Card,2,No,,FALSE
C104393,Riya Gupta,Male,21,Kolkata,30-04-2025,Postpaid,306.55,21765.05,71,Fiber,1 Year,UPI,12,No,,FALSE
C104394,Amit Singh,Female,21,Kolkata,17-09-2025,Postpaid,1220.56,59807.44,49,DSL,2 Year,UPI,8,No,,FALSE
C104395,Amit Roy,Female,25,Bangalore,24-01-2025,Prepaid,442.25,20343.5,46,None,2 Year,Bank Transfer,9,No,,FALSE
C104396,Priya Ghosh,Male,25,,27-07-2025,Postpaid,1623.73,22732.22,14,None,Monthly,Cash,2,No,,FALSE
C104397,Amit Ghosh,Female,57,Chennai,23-05-2025,Prepaid,1582.23,4746.69,3,5G,Monthly,Card,9,No,,FALSE
C104398,Priya Ghosh,Female,52,Hyderabad,05-04-2025,Postpaid,1367.8,75229,55,5G,1 Year,UPI,12,No,,FALSE
C104399,Riya Das,Male,46,Hyderabad,26-11-2025,Prepaid,386.74,24751.36,64,DSL,1 Year,Card,3,No,,FALSE
C104400,Neha Roy,Male,70,Hyderabad,29-08-2025,Prepaid,1833.65,53175.85,29,DSL,1 Year,UPI,5,Yes,,FALSE
C104401,Vikram Kapoor,Female,41,Mumbai,26-02-2025,Postpaid,1205.24,50620.08,42,DSL,2 Year,Cash,0,No,,FALSE
C104402,Amit Das,Male,25,Hyderabad,25-09-2025,Postpaid,881.84,7936.56,9,5G,2 Year,UPI,9,Yes,,FALSE
C104403,Neha Ghosh,Male,64,Bangalore,16-04-2025,Prepaid,851.91,42595.5,50,None,2 Year,Cash,6,No,,FALSE
C104404,Priya Sen,Female,53,Delhi,12-01-2025,Prepaid,772.61,12361.76,16,Fiber,2 Year,UPI,1,Yes,,FALSE
C104405,Amit Roy,Female,18,Delhi,01-05-2025,Prepaid,720.63,38193.39,53,None,1 Year,Bank Transfer,9,No,,FALSE
C104406,Vikram Das,Female,23,Chennai,01-12-2025,Postpaid,1332.35,87935.1,66,5G,Monthly,Cash,9,Yes,,FALSE
C104407,Sourav Paul,Male,40,Hyderabad,20-04-2025,Postpaid,1782.27,65943.99,37,5G,2 Year,Bank Transfer,8,Yes,,FALSE
C104408,Rahul Dey,Male,19,Chennai,05-02-2025,Prepaid,1347.93,49873.41,37,Fiber,1 Year,Bank Transfer,6,Yes,,FALSE
C104409,Sneha Sen,Male,56,Bangalore,29-08-2025,Prepaid,1491.58,102919.02,69,None,1 Year,Bank Transfer,0,Yes,,FALSE
C104410,Rahul Ghosh,Male,63,Hyderabad,09-08-2025,Postpaid,1058.82,7411.74,7,Fiber,2 Year,UPI,0,No,,FALSE
C104411,Priya Gupta,Female,46,Delhi,20-02-2025,Prepaid,396.56,5948.4,15,5G,2 Year,Card,0,No,,FALSE
C104412,Rohit Paul,Female,39,Delhi,20-12-2025,Postpaid,1530.35,42849.8,28,DSL,2 Year,Card,1,No,,FALSE
C104413,Ananya Singh,Male,73,Delhi,25-08-2025,Prepaid,953.87,53416.72,56,DSL,1 Year,UPI,0,No,,FALSE
C104414,Sneha Roy,Male,58,Kolkata,03-11-2025,Postpaid,1783.41,128405.52,72,Fiber,2 Year,Card,0,No,,FALSE
C104415,Sourav Roy,Male,58,Hyderabad,30-03-2025,Postpaid,504.14,34281.52,68,5G,2 Year,UPI,1,Yes,,FALSE
C104416,Priya Ghosh,Male,28,Chennai,16-01-2025,Postpaid,1086.72,61943.04,57,5G,1 Year,Card,4,No,,FALSE
C104417,Rahul Sharma,Female,47,Hyderabad,13-03-2025,Postpaid,1630.42,91303.52,56,None,1 Year,Bank Transfer,7,Yes,,FALSE
C104418,Ananya Dey,Female,29,Bangalore,18-10-2025,Postpaid,735.26,32351.44,44,Fiber,2 Year,Cash,1,No,,FALSE
C104419,Priya Singh,Male,54,Hyderabad,28-10-2025,Prepaid,1948.52,5845.56,3,5G,1 Year,Bank Transfer,4,No,,FALSE
C104420,Priya Kapoor,Female,28,Mumbai,10-10-2025,Postpaid,544.95,26157.6,48,DSL,2 Year,UPI,7,No,,FALSE
C104421,Amit Singh,Female,42,Mumbai,08-01-2025,Prepaid,1125.31,58516.12,52,Fiber,1 Year,Cash,9,No,,FALSE
C104422,Ananya Dey,Male,18,Kolkata,09-03-2025,Postpaid,1864.81,96970.12,52,5G,Monthly,Cash,7,Yes,,FALSE
C104423,Neha Kapoor,Male,45,Kolkata,19-10-2025,Prepaid,855.4,24806.6,29,DSL,1 Year,UPI,12,No,,FALSE
C104424,Neha Sen,Female,44,Mumbai,03-08-2025,Prepaid,649.74,14294.28,22,Fiber,1 Year,Cash,2,No,,FALSE
C104425,Sneha Roy,Female,39,Kolkata,08-04-2025,Postpaid,1157.39,49767.77,43,5G,Monthly,Cash,0,Yes,,FALSE
C104426,Sneha Roy,Male,60,Kolkata,27-03-2025,Postpaid,516.62,36680.02,71,DSL,Monthly,Bank Transfer,11,No,,FALSE
C104427,Riya Das,Female,48,Mumbai,30-04-2025,Prepaid,328.02,13120.8,40,Fiber,1 Year,Cash,4,Yes,,FALSE
C104428,Vikram Gupta,Female,38,Mumbai,18-12-2025,Prepaid,601.1,32459.4,54,5G,2 Year,Card,3,No,,FALSE
C104429,Amit Paul,Female,36,Delhi,06-07-2025,Postpaid,487.29,9745.8,20,Fiber,1 Year,Cash,3,Yes,,FALSE
C104430,Amit Roy,Male,63,Bangalore,10-10-2025,Prepaid,651.74,4562.18,7,None,Monthly,UPI,8,Yes,,FALSE
C104431,Ananya Ghosh,Female,73,Delhi,11-12-2025,Prepaid,1713.09,18843.99,11,DSL,1 Year,UPI,2,Yes,,FALSE
C104432,Sneha Singh,Male,52,Hyderabad,09-02-2025,Postpaid,622.74,43591.8,70,Fiber,2 Year,Bank Transfer,4,No,,FALSE
C104433,Sourav Kapoor,Female,58,Mumbai,26-06-2025,Prepaid,1799.72,84586.84,47,None,1 Year,UPI,1,No,,FALSE
C104434,Rohit Ghosh,Female,25,Hyderabad,18-05-2025,Prepaid,372.45,6704.1,18,None,1 Year,Cash,5,Yes,,FALSE
C104435,Amit Roy,Female,31,Mumbai,08-03-2025,Prepaid,379.42,379.42,1,None,Monthly,Cash,6,No,,FALSE
C104436,Sneha Ghosh,Male,32,Chennai,15-11-2025,Postpaid,1424.52,39886.56,28,DSL,Monthly,UPI,1,No,,FALSE
C104437,Rahul Paul,Male,26,Hyderabad,29-01-2025,Postpaid,1050.28,22055.88,21,None,1 Year,Bank Transfer,2,Yes,,FALSE
C104438,Priya Gupta,Male,58,Kolkata,21-01-2025,Prepaid,1536.08,23041.2,15,Fiber,2 Year,UPI,0,No,,FALSE
C104439,Ananya Roy,Male,43,Delhi,27-10-2025,Postpaid,380.69,1903.45,5,None,1 Year,Cash,11,No,,FALSE
C104440,Neha Ghosh,Male,23,,18-12-2025,Prepaid,639.4,1918.2,3,DSL,1 Year,Card,9,Yes,,FALSE
C104441,Sneha Roy,Female,65,Delhi,28-09-2025,Prepaid,582.09,1164.18,2,None,1 Year,Cash,5,No,,FALSE
C104442,Sneha Paul,Female,48,Chennai,26-03-2025,Prepaid,,43346.16,52,5G,1 Year,Card,12,Yes,,FALSE
C104443,Sneha Singh,Female,28,Delhi,25-10-2025,Prepaid,881.25,33487.5,38,Fiber,1 Year,UPI,11,No,,FALSE
C104444,Priya Dey,Male,61,Mumbai,25-03-2025,Prepaid,1224.02,73441.2,60,5G,2 Year,Bank Transfer,10,No,,FALSE
C104445,Rohit Dey,Female,35,Chennai,01-07-2025,Postpaid,1640.35,96780.65,59,5G,1 Year,Bank Transfer,1,No,,FALSE
C104446,Riya Roy,Male,29,,09-03-2025,Postpaid,1368.85,21901.6,16,Fiber,1 Year,UPI,3,Yes,,FALSE
C104447,Vikram Roy,Female,68,Bangalore,25-05-2025,Postpaid,757.69,8334.59,11,Fiber,Monthly,Card,,No,,FALSE
C104448,Amit Ghosh,Male,38,Mumbai,15-08-2025,Prepaid,922.76,31373.84,34,Fiber,1 Year,Cash,7,Yes,,FALSE
C104449,Sneha Paul,Male,21,Delhi,24-07-2025,Postpaid,1253.78,73973.02,59,DSL,Monthly,Cash,5,Yes,,FALSE
C104450,Priya Paul,Male,54,Chennai,22-03-2025,Prepaid,1687.45,25311.75,15,DSL,2 Year,Bank Transfer,0,No,,FALSE
C104451,Ananya Ghosh,Male,33,Delhi,19-01-2025,Postpaid,814.76,52959.4,65,Fiber,1 Year,UPI,10,Yes,,FALSE
C104452,Vikram Ghosh,Female,34,Hyderabad,28-07-2025,Prepaid,525.29,28365.66,54,Fiber,1 Year,Cash,2,No,,FALSE
C104453,Vikram Das,Female,74,Delhi,05-07-2025,Postpaid,825.59,18988.57,23,5G,Monthly,Bank Transfer,9,No,,FALSE
C104454,Priya Singh,Female,39,Bangalore,19-04-2025,Prepaid,1404.33,37916.91,27,5G,1 Year,Bank Transfer,4,No,,FALSE
C104455,Amit Roy,Male,69,Chennai,18-12-2025,Postpaid,450.74,450.74,1,Fiber,Monthly,UPI,2,Yes,,FALSE
C104456,Neha Dey,Male,40,Kolkata,17-10-2025,Prepaid,394.05,12609.6,32,DSL,Monthly,UPI,2,No,,FALSE
C104457,Sourav Kapoor,Female,74,Kolkata,15-12-2025,Postpaid,1675,15075,9,DSL,2 Year,Card,8,Yes,,FALSE
C104458,Rahul Sharma,Male,42,Chennai,06-12-2025,Postpaid,1061.22,56244.66,53,None,Monthly,Bank Transfer,11,No,,FALSE
C104459,Neha Ghosh,Male,55,Hyderabad,01-03-2025,Prepaid,613.99,32541.47,53,Fiber,Monthly,Bank Transfer,5,Yes,,FALSE
C104460,Sneha Singh,Male,21,Bangalore,13-05-2025,Postpaid,574.05,9184.8,16,None,2 Year,Card,7,Yes,,FALSE
C104461,Sourav Singh,Female,45,Kolkata,18-04-2025,Prepaid,1377.96,84055.56,61,5G,2 Year,Card,2,Yes,,FALSE
C104462,Ananya Gupta,Male,22,Kolkata,27-06-2025,Postpaid,,62748.36,34,5G,Monthly,Card,1,No,,FALSE
C104463,Ananya Ghosh,Male,69,Mumbai,18-07-2025,Postpaid,1726.7,122595.7,71,5G,Monthly,Bank Transfer,8,Yes,,FALSE
C104464,Amit Roy,Female,64,Chennai,23-10-2025,Prepaid,390.43,19911.93,51,DSL,2 Year,Cash,6,Yes,,FALSE
C104465,Ananya Roy,Female,24,Delhi,09-06-2025,Prepaid,978.86,3915.44,4,Fiber,1 Year,,10,Yes,,FALSE
C104466,Rohit Das,Female,65,Mumbai,01-12-2025,Postpaid,474.47,26095.85,55,Fiber,1 Year,Card,7,No,,FALSE
C104467,Rahul Ghosh,Male,63,Mumbai,29-11-2025,Postpaid,1822.36,32802.48,18,Fiber,1 Year,Card,9,No,,FALSE
C104468,Priya Sharma,Female,48,Chennai,09-07-2025,Prepaid,1170.42,84270.24,72,5G,2 Year,UPI,11,No,,FALSE
C104469,Rohit Dey,Female,73,Chennai,25-05-2025,Prepaid,589.12,20030.08,34,5G,Monthly,Bank Transfer,7,Yes,,FALSE
C104470,Vikram Gupta,Female,34,Chennai,28-06-2025,Prepaid,1454.8,1454.8,1,5G,2 Year,Cash,9,Yes,,FALSE
C104471,Sneha Gupta,Male,26,Hyderabad,02-02-2025,Postpaid,1888.52,28327.8,15,5G,2 Year,UPI,4,No,,FALSE
C104472,Sneha Sharma,Female,72,Bangalore,25-11-2025,Prepaid,1471.36,76510.72,52,5G,Monthly,Bank Transfer,10,Yes,,FALSE
C104473,Riya Kapoor,Female,67,Bangalore,23-05-2025,Prepaid,812.36,52803.4,65,None,1 Year,Card,12,No,,FALSE
C104474,Riya Dey,Female,35,Bangalore,16-04-2025,Postpaid,1548.47,82068.91,53,Fiber,1 Year,Bank Transfer,3,No,,FALSE
C104475,Sourav Dey,Female,22,Chennai,10-07-2025,Prepaid,459.47,6892.05,15,5G,Monthly,Cash,1,No,,FALSE
C104476,Vikram Roy,Female,51,Bangalore,23-11-2025,Prepaid,810.37,51863.68,64,5G,2 Year,Card,2,No,,FALSE
